task_id,resource_id,start_time,finish_time
26,2,1,43
19,4,14,35
42,3,31,78
49,0,33,83
3,1,39,78
25,2,43,71
27,4,47,72
40,2,71,92
5,4,73,101
11,3,78,89
32,1,78,91
39,0,88,104
17,3,89,98
9,1,91,132
7,2,92,123
41,3,98,141
14,4,101,129
45,0,104,152
4,2,123,141
38,4,129,174
28,1,132,139
48,1,139,152
1,3,141,172
12,2,141,149
33,2,149,154
29,0,152,197
20,1,152,164
15,2,154,165
46,1,164,182
43,2,165,178
37,3,172,201
16,4,174,202
35,2,178,189
50,1,182,202
21,0,197,232
10,3,201,248
31,4,202,222
18,1,202,209
34,4,222,235
47,0,232,277
6,4,235,284
44,3,248,263
24,3,263,311
23,0,277,303
8,4,284,319
36,0,303,326
22,3,311,337
2,4,319,353
13,0,326,340
30,3,337,342
