task_id,resource_id,start_time,finish_time
91353,0,0,33
23461,4,0,39
25600,2,0,48
68997,1,0,14
49070,3,0,23
14001,1,14,23
93379,1,23,35
61389,3,23,37
97817,0,33,65
91880,1,35,43
51800,3,37,49
82583,4,39,59
25274,1,43,87
75678,2,48,62
66623,3,49,54
74170,3,54,103
5396,4,59,72
55777,2,62,71
23641,0,65,91
35820,2,71,102
10927,4,72,117
41327,1,87,101
96384,0,91,135
66908,1,101,146
14588,2,102,148
74862,3,103,130
75800,4,117,139
35645,3,130,160
72871,0,135,179
98067,4,139,187
23287,1,146,169
83547,2,148,165
65687,3,160,174
89833,2,165,199
28279,1,169,183
25504,3,174,184
43009,0,179,208
23025,1,183,229
93589,3,184,199
12919,4,187,204
19494,2,199,239
71160,3,199,210
18655,4,204,226
20107,0,208,222
28255,3,210,251
9678,0,222,266
75504,4,226,247
60904,1,229,238
82526,1,238,262
72766,2,239,250
25956,4,247,266
17896,2,250,297
99175,3,251,284
33292,1,262,286
16470,0,266,292
87600,4,266,311
84478,3,284,327
81199,1,286,325
53792,0,292,317
52218,2,297,329
4327,4,311,340
16219,0,317,361
53894,1,325,341
65078,3,327,337
60950,2,329,341
61831,3,337,352
97235,4,340,389
83279,1,341,364
40715,2,341,374
97194,3,352,396
5155,0,361,380
13045,1,364,397
35642,2,374,381
83249,0,380,392
52803,2,381,418
27931,4,389,425
12066,0,392,438
61592,3,396,433
2295,1,397,432
22665,2,418,447
87525,4,425,468
17004,1,432,465
97206,3,433,472
66509,0,438,476
51086,2,447,452
6147,2,452,484
57425,1,465,497
60103,4,468,507
29213,3,472,505
7937,0,476,487
85207,2,484,509
87469,0,487,517
47317,1,497,547
26280,3,505,543
45148,4,507,517
32042,2,509,548
87559,0,517,546
39855,4,517,540
51978,4,540,573
72993,3,543,569
34306,0,546,591
97347,1,547,591
10083,2,548,578
64663,3,569,600
59432,4,573,612
62320,2,578,600
12521,0,591,641
36272,1,591,630
29019,2,600,642
57877,3,600,621
6737,4,612,638
71169,3,621,642
57547,1,630,643
56415,4,638,657
93985,0,641,649
53122,2,642,673
91567,3,642,664
63856,1,643,652
67942,0,649,656
29422,1,652,690
54320,0,656,695
36563,4,657,686
15860,3,664,703
35422,2,673,692
6335,4,686,697
89773,1,690,727
62210,2,692,734
12671,0,695,724
63970,4,697,739
87088,3,703,720
54367,3,720,755
18050,0,724,735
55769,1,727,741
38225,2,734,765
74270,0,735,780
53963,4,739,781
35674,1,741,775
25352,3,755,763
25019,3,763,795
84387,2,765,810
5943,1,775,811
46749,0,780,799
60824,4,781,800
62310,3,795,808
80184,0,799,818
61373,4,800,824
76949,3,808,824
78804,2,810,837
23614,1,811,817
19166,1,817,837
40232,0,818,840
22871,3,824,872
21378,4,824,874
86429,2,837,858
53510,1,837,844
51837,0,840,874
66917,1,844,850
83638,1,850,885
96410,2,858,869
6785,2,869,887
65255,3,872,878
22461,0,874,900
3668,4,874,910
2209,3,878,899
48046,1,885,908
87214,2,887,917
1203,3,899,938
28489,0,900,929
12666,1,908,930
12470,4,910,947
58031,2,917,948
91645,0,929,954
79712,1,930,936
75458,1,936,981
48177,3,938,956
90192,4,947,954
94076,2,948,974
88859,0,954,987
36909,4,954,1000
77161,3,956,976
788,2,974,994
73041,3,976,1010
85113,1,981,993
11505,0,987,1015
38300,1,993,1037
82859,2,994,1036
45450,4,1000,1016
22774,3,1010,1055
34118,0,1015,1049
16499,4,1016,1040
48065,2,1036,1079
49396,1,1037,1069
56038,4,1040,1088
19426,0,1049,1078
75690,3,1055,1095
96207,1,1069,1088
65769,0,1078,1107
28364,2,1079,1090
88370,4,1088,1117
67900,1,1088,1131
18606,2,1090,1117
53818,3,1095,1107
45539,0,1107,1122
60046,3,1107,1125
74969,4,1117,1158
93533,2,1117,1130
60732,0,1122,1128
73634,3,1125,1150
70488,0,1128,1174
54098,2,1130,1157
43289,1,1131,1140
85522,1,1140,1150
84516,3,1150,1194
15208,1,1150,1190
23735,2,1157,1181
55850,4,1158,1165
59428,4,1165,1197
62875,0,1174,1215
29750,2,1181,1215
61284,1,1190,1220
10282,3,1194,1199
13110,4,1197,1226
21106,3,1199,1228
25017,0,1215,1236
54701,2,1215,1251
98276,1,1220,1241
16781,4,1226,1267
59226,3,1228,1276
99562,0,1236,1249
2843,1,1241,1289
42086,0,1249,1282
12252,2,1251,1279
15110,4,1267,1287
33465,3,1276,1293
77105,2,1279,1322
20552,0,1282,1290
30350,4,1287,1295
46424,1,1289,1327
28771,0,1290,1325
67779,3,1293,1323
28834,4,1295,1301
8895,4,1301,1335
46134,2,1322,1348
90920,3,1323,1329
68658,0,1325,1375
61109,1,1327,1372
17488,3,1329,1334
656,3,1334,1342
41475,4,1335,1358
99482,3,1342,1369
61278,2,1348,1387
88680,4,1358,1400
74502,3,1369,1383
63526,1,1372,1401
38385,0,1375,1423
17260,3,1383,1433
60171,2,1387,1429
99608,4,1400,1429
85683,1,1401,1427
394,0,1423,1463
88107,1,1427,1474
23748,4,1429,1455
98889,2,1429,1472
496,3,1433,1443
49206,3,1443,1489
43353,4,1455,1485
30634,0,1463,1488
18308,2,1472,1491
94006,1,1474,1510
95143,4,1485,1496
54772,0,1488,1501
14118,3,1489,1536
73792,2,1491,1505
64355,4,1496,1513
77946,0,1501,1513
72405,2,1505,1543
16824,1,1510,1534
58013,0,1513,1520
11847,4,1513,1538
58275,0,1520,1554
7722,1,1534,1541
50971,3,1536,1559
58145,4,1538,1574
57486,1,1541,1569
78929,2,1543,1577
80813,0,1554,1565
10074,3,1559,1567
40020,0,1565,1591
98986,3,1567,1591
65742,1,1569,1592
75032,4,1574,1622
21004,2,1577,1599
9696,0,1591,1615
65002,3,1591,1617
71654,1,1592,1597
50508,1,1597,1633
40277,2,1599,1614
92721,2,1614,1628
89101,0,1615,1663
77400,3,1617,1656
67789,4,1622,1661
36096,2,1628,1633
94215,2,1633,1639
23632,1,1633,1648
33127,2,1639,1685
60236,1,1648,1673
3437,3,1656,1697
85743,4,1661,1670
7842,0,1663,1713
