task_id,resource_id,start_time,finish_time
89,1,0,11
1,2,2,23
94,0,6,28
32,1,20,26
25,2,23,43
61,1,26,50
24,0,28,50
57,2,43,58
60,0,50,62
22,1,50,73
71,2,58,98
56,0,62,74
78,1,73,98
47,0,74,93
26,0,93,102
40,2,98,108
18,1,98,125
81,0,102,110
41,2,108,121
74,0,110,128
14,2,121,137
68,1,125,143
86,0,128,148
3,2,137,165
55,1,143,162
67,0,148,179
88,1,162,188
7,2,165,170
31,2,170,202
73,0,179,206
5,1,188,208
45,2,202,223
21,0,206,239
29,1,208,233
64,2,223,228
2,2,228,253
91,1,233,256
13,0,239,267
63,2,253,281
93,1,256,287
75,0,267,272
96,0,272,289
84,2,281,317
39,1,287,306
34,0,289,311
8,1,306,339
50,0,311,320
99,2,317,352
54,0,320,352
92,1,339,370
4,2,352,381
6,0,352,392
69,1,370,393
19,2,381,422
51,0,392,416
12,1,393,417
95,0,416,444
38,1,417,457
72,2,422,462
9,0,444,475
65,1,457,491
77,2,462,494
53,0,475,517
30,1,491,536
62,2,494,538
46,0,517,545
10,1,536,569
48,2,538,584
52,0,545,559
49,0,559,598
35,1,569,613
83,2,584,620
100,0,598,638
15,1,613,660
17,2,620,653
70,0,638,676
16,2,653,692
82,1,660,707
11,0,676,722
33,2,692,736
76,1,707,743
43,0,722,763
58,2,736,779
42,1,743,777
79,0,763,807
66,1,777,823
80,2,779,822
87,0,807,854
85,2,822,861
90,1,823,857
36,0,854,900
28,1,857,897
97,2,861,897
59,2,897,923
23,1,897,945
98,0,900,946
44,2,923,972
27,1,945,995
37,0,946,980
20,2,972,1015
