task_id,resource_id,start_time,finish_time
582,4,0,11
598,3,0,43
335,0,1,44
944,2,2,51
568,1,6,20
457,4,11,54
827,1,24,52
874,3,43,87
642,0,44,73
314,2,51,95
926,1,52,87
596,4,54,75
705,0,73,83
739,4,75,99
162,0,83,90
949,3,87,128
875,1,87,133
266,0,94,138
898,2,95,130
680,4,99,132
174,3,128,167
318,2,130,141
857,4,132,150
298,1,133,153
518,0,138,167
492,2,141,170
841,4,150,195
434,1,153,186
534,3,167,214
793,0,167,186
663,2,170,217
945,1,186,223
89,0,186,199
4,4,195,221
503,0,199,234
60,3,214,236
153,2,217,260
120,4,221,251
444,1,223,270
349,0,234,251
417,3,236,268
563,4,251,292
291,0,251,266
301,2,260,278
464,0,266,274
394,3,268,293
676,1,270,298
698,0,274,301
790,2,278,320
453,4,292,330
86,3,293,321
571,1,298,344
847,0,301,341
817,2,320,333
151,3,321,347
877,4,330,348
506,2,333,375
35,0,341,390
222,1,344,350
176,3,347,392
310,4,348,358
215,1,350,372
81,4,358,408
177,1,372,417
476,2,375,392
673,0,390,431
364,3,392,438
62,2,392,403
508,2,403,436
574,4,408,425
707,1,417,464
650,4,425,469
533,0,431,466
418,2,436,459
543,3,438,448
1000,3,448,484
432,2,459,482
652,1,464,490
170,0,466,504
835,4,469,515
18,2,482,524
703,3,484,528
569,1,490,500
445,1,500,506
626,0,504,513
288,1,506,537
708,0,513,556
179,4,515,555
872,2,524,546
544,3,528,554
287,1,537,587
972,2,546,586
591,3,554,587
641,4,555,592
900,0,556,573
429,0,573,598
44,2,586,602
255,3,587,628
588,1,587,631
304,4,592,624
380,0,598,646
343,2,602,627
633,4,624,648
308,2,627,671
933,3,628,657
470,1,631,642
435,1,642,673
480,0,646,658
968,4,648,670
187,3,657,701
971,0,658,689
885,4,670,694
564,2,671,677
682,1,673,689
474,2,677,704
855,1,689,704
669,0,689,732
936,4,694,704
204,3,701,713
338,4,704,731
252,2,704,752
15,1,704,754
552,3,713,742
881,4,731,755
228,0,732,744
49,3,742,783
223,0,744,762
950,2,752,766
521,1,754,776
278,4,755,792
507,0,762,808
322,2,766,774
237,2,774,796
839,1,776,786
95,3,783,813
815,1,786,822
98,4,792,837
92,2,796,817
687,0,808,827
143,3,813,863
134,2,817,832
889,1,822,859
156,0,827,859
285,2,832,882
531,4,837,866
70,1,859,875
833,0,859,868
609,3,863,881
110,4,866,885
39,0,868,900
967,1,875,911
300,3,881,929
29,2,882,930
603,4,885,908
535,0,900,935
996,4,908,920
292,1,911,924
541,4,920,939
557,1,924,956
980,3,929,947
975,2,930,949
766,0,935,956
172,4,939,959
920,3,947,973
711,2,949,985
586,1,956,996
777,0,956,968
734,4,959,984
142,0,968,987
105,3,973,987
87,4,984,1026
354,2,985,1004
919,3,987,1031
566,0,987,1023
328,1,996,1045
585,2,1004,1039
781,0,1023,1068
519,4,1026,1054
135,3,1031,1054
345,2,1039,1061
465,1,1045,1091
667,3,1054,1088
778,4,1054,1097
245,2,1061,1103
75,0,1068,1106
466,3,1088,1093
402,1,1091,1134
720,3,1093,1128
225,4,1097,1108
446,2,1103,1147
726,0,1106,1113
16,4,1108,1131
496,0,1113,1159
323,3,1128,1147
876,4,1131,1146
916,1,1134,1181
352,4,1146,1159
722,3,1147,1192
244,2,1147,1187
277,4,1159,1189
112,0,1159,1197
787,1,1181,1192
398,2,1187,1221
100,4,1189,1201
443,3,1192,1233
155,1,1192,1201
795,0,1197,1244
773,1,1201,1240
178,4,1201,1231
645,2,1221,1270
390,4,1231,1269
995,3,1233,1245
912,1,1240,1252
830,0,1244,1268
515,3,1245,1276
34,1,1252,1284
976,0,1268,1310
181,4,1269,1287
167,2,1270,1317
111,3,1276,1317
452,1,1284,1318
136,4,1287,1329
437,0,1310,1358
317,3,1317,1366
688,2,1317,1336
88,1,1318,1347
74,4,1329,1372
360,2,1336,1365
76,1,1347,1362
738,0,1358,1404
629,1,1362,1411
805,2,1365,1395
516,3,1366,1406
367,4,1372,1415
991,2,1395,1402
341,2,1402,1427
469,0,1404,1428
438,3,1406,1411
370,3,1411,1448
577,1,1411,1451
58,4,1415,1421
485,4,1421,1437
133,2,1427,1473
48,0,1428,1441
871,4,1437,1476
654,0,1441,1480
118,3,1448,1478
767,1,1451,1481
184,2,1473,1494
782,4,1476,1514
54,3,1478,1522
979,0,1480,1498
770,1,1481,1525
247,2,1494,1517
617,0,1498,1530
293,4,1514,1539
192,2,1517,1543
593,3,1522,1571
129,1,1525,1574
148,0,1530,1538
917,0,1538,1573
623,4,1539,1580
257,2,1543,1551
97,2,1551,1586
19,3,1571,1584
200,0,1573,1602
454,1,1574,1622
80,4,1580,1627
865,3,1584,1632
530,2,1586,1596
320,2,1596,1629
431,0,1602,1610
562,0,1610,1626
3,1,1622,1641
611,0,1626,1660
324,4,1627,1677
825,2,1629,1667
873,3,1632,1679
556,1,1641,1673
988,0,1660,1676
424,2,1667,1717
523,1,1673,1686
969,0,1676,1688
714,4,1677,1714
284,3,1679,1713
51,1,1686,1711
36,0,1688,1725
764,1,1711,1720
662,3,1713,1731
11,4,1714,1756
422,2,1717,1732
802,1,1720,1769
666,0,1725,1752
395,3,1731,1773
693,2,1732,1771
731,0,1752,1787
821,4,1756,1768
670,4,1768,1778
887,1,1769,1812
699,2,1771,1776
137,3,1773,1799
903,2,1776,1782
231,4,1778,1822
501,2,1782,1819
798,0,1787,1834
268,3,1799,1845
891,1,1812,1861
262,2,1819,1851
66,4,1822,1856
84,0,1834,1871
10,3,1845,1888
436,2,1851,1875
238,4,1856,1895
675,1,1861,1866
771,1,1866,1913
768,0,1871,1921
858,2,1875,1909
23,3,1888,1929
756,4,1895,1918
56,2,1909,1942
580,1,1913,1956
229,4,1918,1932
606,0,1921,1943
993,3,1929,1974
361,4,1932,1969
26,2,1942,1979
843,0,1943,1950
894,0,1950,1965
30,1,1956,2002
637,0,1965,2012
803,4,1969,1991
493,3,1974,1980
685,2,1979,2029
462,3,1980,2018
788,4,1991,2009
