task_id,resource_id,start_time,finish_time
94,0,0,45
255,1,0,24
313,2,0,23
322,3,0,33
389,4,0,41
460,2,23,36
600,1,24,30
641,1,30,49
664,3,33,60
697,2,36,69
940,4,41,50
989,0,45,83
1008,1,49,74
1094,4,50,61
1146,3,60,94
1551,4,61,108
1679,2,69,94
1760,1,74,92
1845,0,83,93
1846,1,92,110
1875,0,93,108
2097,2,94,102
2179,3,94,120
2276,2,102,109
2317,0,108,157
2537,4,108,142
2544,2,109,146
2755,1,110,128
3053,3,120,153
3124,1,128,162
3435,4,142,185
3444,2,146,180
3489,3,153,168
3492,0,157,182
3608,1,162,182
3623,3,168,177
3677,3,177,204
3739,2,180,216
3762,0,182,208
3848,1,182,228
3884,4,185,223
3998,3,204,223
4204,0,208,228
4393,2,216,229
4456,3,223,252
4513,4,223,248
4601,0,228,278
4641,1,228,240
4658,2,229,254
4781,1,240,287
4846,4,248,260
4849,3,252,273
4900,2,254,289
4930,4,260,298
5193,3,273,315
5210,0,278,305
5258,1,287,309
5506,2,289,332
5554,4,298,316
6045,0,305,333
6077,1,309,336
6160,3,315,359
6331,4,316,340
6332,2,332,345
6342,0,333,368
6404,1,336,370
6482,4,340,372
6580,2,345,354
6719,2,354,375
6810,3,359,401
6931,0,368,398
6940,1,370,379
7010,4,372,378
7050,2,375,388
7094,4,378,423
7105,1,379,391
7292,2,388,418
7334,1,391,437
7404,0,398,435
7457,3,401,427
7484,2,418,425
7687,4,423,443
7736,2,425,467
7742,3,427,441
7863,0,435,446
7983,1,437,474
7991,3,441,465
8015,4,443,484
8212,0,446,455
8316,0,455,500
8321,3,465,496
8398,2,467,509
8477,1,474,488
8500,4,484,527
8593,1,488,506
8734,3,496,535
8788,0,500,528
8828,1,506,514
8846,2,509,550
8873,1,514,529
8898,4,527,573
8963,0,528,538
9053,1,529,540
9146,3,535,542
9296,0,538,588
9476,1,540,569
9478,3,542,580
9494,2,550,558
9545,2,558,572
9657,1,569,578
9674,2,572,589
9731,4,573,578
9886,1,578,584
9926,4,578,600
77,3,580,627
308,1,584,616
506,0,588,636
668,2,589,621
669,4,600,637
677,1,616,636
688,2,621,656
832,3,627,664
896,0,636,654
947,1,636,672
1156,4,637,670
1514,0,654,680
1517,2,656,701
1613,3,664,699
1654,4,670,704
1672,1,672,693
1678,0,680,721
1743,1,693,737
1980,3,699,722
2061,2,701,726
2130,4,704,730
2391,0,721,740
2445,3,722,728
2724,2,726,741
2833,3,728,733
2943,4,730,765
3015,3,733,781
3153,1,737,746
3270,0,740,789
3298,2,741,764
3352,1,746,757
3536,1,757,777
3625,2,764,772
3959,4,765,777
4140,2,772,795
4175,1,777,787
4233,4,777,810
4355,3,781,818
4502,1,787,811
4562,0,789,816
4575,2,795,808
4611,2,808,813
4615,4,810,854
4741,1,811,831
4927,2,813,836
4985,0,816,826
5065,3,818,828
5186,0,826,841
5440,3,828,859
5649,1,831,852
5681,2,836,854
5705,0,841,891
5722,1,852,873
5812,2,854,875
5815,4,854,887
5824,3,859,884
6004,1,873,889
6253,2,875,917
6290,3,884,894
