task_id,resource_id,start_time,finish_time
4204,4,0,20
4849,3,0,21
9146,0,0,7
1672,1,1,22
3371,2,2,10
2724,0,7,22
5267,2,10,32
2224,4,20,32
8014,3,21,38
7856,0,22,35
3880,1,22,41
5139,4,32,77
1151,2,32,41
4982,0,35,68
19,3,38,81
1549,1,41,87
8496,2,41,71
9260,0,68,84
3564,2,71,111
1039,4,77,119
2818,3,81,89
2039,0,84,112
7535,1,87,132
3409,3,89,115
3132,2,111,135
2820,0,112,136
5707,3,115,139
3892,4,119,142
4166,1,132,171
6241,2,135,185
5820,0,136,142
6819,3,139,149
466,4,142,156
4829,0,142,186
689,3,149,170
1334,4,156,205
6855,3,170,211
8546,1,171,176
4252,1,176,182
5175,1,182,232
1000,2,185,193
9851,0,186,212
6711,2,193,223
5157,4,205,223
6537,3,211,222
5007,0,212,252
6982,3,222,262
6120,4,223,253
7596,2,223,270
2906,1,232,268
3520,0,252,269
5561,4,253,285
508,3,262,273
6857,1,268,275
7209,0,269,302
2150,2,270,279
3741,3,273,292
8377,1,275,303
174,2,279,289
6520,4,285,295
2765,2,289,298
5482,3,292,330
6633,4,295,333
9322,2,298,305
8423,0,302,314
9857,1,303,317
476,2,305,330
5852,0,314,335
3967,1,317,328
7337,1,328,378
6386,3,330,357
818,2,330,360
8605,4,333,344
3397,0,335,358
538,4,344,354
3221,4,354,401
6768,3,357,369
4905,0,358,368
9972,2,360,370
5282,0,368,389
973,3,369,386
4723,2,370,416
472,1,378,414
7703,3,386,402
7920,0,389,402
4040,4,401,423
2862,3,402,425
9705,0,402,423
5497,1,414,430
8626,2,416,445
8223,4,423,440
8673,0,423,473
4267,3,425,430
8258,1,430,479
1149,3,430,445
8093,4,440,465
1827,3,445,486
7843,2,445,468
9007,4,465,483
9497,2,468,478
5238,0,473,522
1090,2,478,500
9624,1,479,494
984,4,483,498
7418,3,486,533
9894,1,494,527
1874,4,498,517
2175,2,500,511
8952,2,511,540
7146,4,517,559
2688,0,522,537
4153,1,527,570
432,3,533,554
3450,0,537,552
8529,2,540,546
6956,2,546,574
7825,0,552,575
5476,3,554,562
983,4,559,581
298,3,562,581
9724,1,570,616
9292,2,574,587
4722,0,575,589
1167,3,581,600
691,4,581,609
5691,2,587,618
7314,0,589,600
3232,3,600,639
1943,0,600,623
4384,4,609,615
6743,4,615,643
9118,1,616,643
1181,2,618,629
8584,0,623,657
