task_id,resource_id,start_time,finish_time
339,3,0,33
1448,4,0,19
7626,0,1,43
7818,2,1,39
3995,1,2,9
7538,1,9,14
2902,1,14,35
9205,4,19,42
4680,3,33,48
2967,1,35,46
496,2,39,49
2577,4,42,48
1227,0,43,75
2280,1,46,57
490,3,48,85
1681,4,48,98
4389,2,49,99
7603,1,57,91
1807,0,75,81
5573,0,81,93
3540,3,85,125
7443,1,91,121
9613,0,93,142
9298,4,98,144
7399,2,99,125
1212,1,121,141
4990,3,125,169
8554,2,125,155
8176,1,141,170
8873,0,142,158
5412,4,144,162
5811,2,155,166
9467,0,158,192
6070,4,162,183
2976,2,166,179
1333,3,169,175
376,1,170,182
6085,3,175,183
5266,2,179,203
4903,1,182,205
8847,4,183,191
474,3,183,223
2730,4,191,223
2309,0,192,241
2365,2,203,250
8056,1,205,245
9201,4,223,266
1631,3,223,244
4732,0,241,286
7839,3,244,252
8002,1,245,267
7128,2,250,276
6169,3,252,272
4270,4,266,298
1625,1,267,294
8210,3,272,310
938,2,276,318
1374,0,286,308
4881,1,294,302
7993,4,298,321
5262,1,302,341
9220,0,308,325
8549,3,310,328
3460,2,318,344
7437,4,321,339
1341,0,325,357
3414,3,328,336
6802,3,336,355
8608,4,339,375
4633,1,341,375
2528,2,344,374
2911,3,355,377
8794,0,357,387
3272,2,374,392
4737,4,375,396
1832,1,375,411
7490,3,377,392
989,0,387,402
9631,2,392,397
4394,3,392,416
6375,4,396,437
5623,2,397,430
404,0,402,442
9933,1,411,439
3937,3,416,433
6044,2,430,465
5514,3,433,459
23,4,437,460
596,1,439,486
5301,0,442,468
8531,3,459,475
885,4,460,487
4834,2,465,483
7623,0,468,510
2876,3,475,502
7594,2,483,494
3453,1,486,513
1909,4,487,496
7433,2,494,524
3418,4,496,529
8026,3,502,550
446,0,510,531
5636,1,513,542
4016,2,524,565
3417,4,529,563
887,0,531,551
8656,1,542,572
7676,3,550,589
5919,0,551,556
8962,0,556,562
3735,0,562,581
8349,4,563,601
1788,2,565,607
2550,1,572,611
9170,0,581,594
3719,3,589,624
8350,0,594,632
758,4,601,607
7530,4,607,653
342,2,607,614
4346,1,611,658
1446,2,614,661
9019,3,624,642
5562,0,632,679
9210,3,642,678
8968,4,653,696
3215,1,658,689
2598,2,661,699
8221,3,678,691
1813,0,679,711
8536,1,689,724
3130,3,691,722
299,4,696,737
9974,2,699,711
