task_id,resource_id,start_time,finish_time
109,0,0,10
114,1,0,11
181,2,0,18
209,3,0,16
312,4,0,33
392,0,10,24
418,1,11,34
528,3,16,54
582,2,18,29
598,0,24,67
335,2,29,72
372,4,33,63
409,1,34,60
457,3,54,97
462,1,60,98
573,4,63,85
586,0,67,107
634,2,72,92
642,4,85,114
915,2,92,123
925,3,97,119
27,1,98,136
65,0,107,122
207,4,114,152
472,3,119,156
588,0,122,166
647,2,123,147
653,1,136,174
700,2,147,169
944,4,152,201
59,3,156,196
71,0,166,175
379,2,169,209
476,1,174,191
502,0,175,200
527,1,191,235
602,3,196,208
743,0,200,223
785,4,201,209
927,3,208,243
998,2,209,246
26,4,209,246
87,0,223,265
99,1,235,279
102,3,243,278
165,2,246,280
229,4,246,260
247,4,260,283
307,0,265,289
329,3,278,301
768,1,279,329
812,2,280,298
135,4,283,306
182,0,289,329
475,2,298,308
491,3,301,308
525,4,306,317
562,2,308,324
630,3,308,327
649,4,317,327
669,2,324,367
684,3,327,358
689,4,327,337
696,0,329,352
735,1,329,341
928,4,337,372
10,1,341,384
193,0,352,369
205,3,358,372
568,2,367,381
802,0,369,418
16,3,372,395
201,4,372,397
339,2,381,416
466,1,384,389
574,1,389,406
579,3,395,404
781,4,397,442
907,3,404,430
959,1,406,422
960,2,416,426
53,0,418,430
596,1,422,443
600,2,426,431
726,0,430,437
741,3,430,466
745,2,431,459
836,0,437,467
902,4,442,454
979,1,443,461
206,4,454,485
243,2,459,500
373,1,461,480
450,3,466,489
474,0,467,494
539,1,480,523
560,4,485,500
704,3,489,506
772,0,494,532
856,2,500,516
875,4,500,546
911,3,506,513
69,3,513,522
108,2,516,527
154,3,522,541
434,1,523,556
443,2,527,568
467,0,532,541
651,0,541,554
674,3,541,577
835,4,546,592
859,0,554,564
972,1,556,596
50,0,564,572
52,2,568,575
192,0,572,598
242,2,575,591
256,3,577,590
295,3,590,618
305,2,591,599
546,4,592,640
732,1,596,638
821,0,598,610
833,2,599,608
905,2,608,634
117,0,610,660
518,3,618,647
638,2,634,669
702,1,638,678
714,4,640,677
751,3,647,680
58,0,660,666
61,0,666,680
170,2,669,707
273,4,677,684
356,1,678,706
376,0,680,690
709,3,680,687
955,4,684,711
68,3,687,692
139,0,690,701
251,3,692,720
489,0,701,741
581,1,706,741
613,2,707,712
652,4,711,737
690,2,712,743
993,3,720,765
996,4,737,749
142,0,741,760
314,1,741,785
458,2,743,748
480,2,748,760
520,4,749,778
707,0,760,807
708,2,760,803
715,3,765,813
810,4,778,787
893,1,785,825
62,4,787,798
113,4,798,845
216,2,803,830
233,0,807,836
309,3,813,863
432,1,825,848
517,2,830,839
612,0,836,878
747,2,839,854
867,4,845,880
917,1,848,883
919,2,854,898
938,3,863,894
46,0,878,901
324,4,880,930
375,1,883,890
463,1,890,926
614,3,894,925
852,2,898,933
909,0,901,918
73,0,918,960
129,3,925,974
140,1,926,948
545,4,930,949
643,2,933,949
659,1,948,986
716,2,949,974
780,4,949,978
834,0,960,967
89,0,967,980
238,2,974,1013
297,3,974,983
333,4,978,1002
421,0,980,1002
429,3,983,1008
471,1,986,1023
571,0,1002,1048
641,4,1002,1039
723,3,1008,1050
746,2,1013,1038
800,1,1023,1036
844,1,1036,1076
873,2,1038,1085
874,4,1039,1083
30,0,1048,1094
178,3,1050,1080
328,1,1076,1125
498,3,1080,1102
547,4,1083,1122
549,2,1085,1111
778,0,1094,1137
922,3,1102,1134
976,2,1111,1153
132,4,1122,1131
146,1,1125,1133
371,4,1131,1161
578,1,1133,1165
705,3,1134,1144
776,0,1137,1155
783,3,1144,1159
807,2,1153,1160
931,0,1155,1160
150,3,1159,1182
200,0,1160,1189
245,2,1160,1202
334,4,1161,1189
423,1,1165,1207
556,3,1182,1214
666,0,1189,1216
672,4,1189,1201
894,4,1201,1216
948,2,1202,1241
994,1,1207,1214
331,1,1214,1243
363,3,1214,1254
400,0,1216,1235
565,4,1216,1225
623,4,1225,1266
625,0,1235,1267
740,2,1241,1269
796,1,1243,1284
838,3,1254,1297
878,4,1266,1312
981,0,1267,1299
28,2,1269,1310
35,1,1284,1333
230,3,1297,1318
355,0,1299,1324
391,2,1310,1315
455,4,1312,1351
486,2,1315,1336
606,3,1318,1340
729,0,1324,1366
756,1,1333,1356
827,2,1336,1364
898,3,1340,1375
964,4,1351,1396
45,1,1356,1398
104,2,1364,1390
123,0,1366,1391
226,3,1375,1382
313,3,1382,1393
593,2,1390,1439
654,0,1391,1430
661,3,1393,1418
731,4,1396,1431
851,1,1398,1407
888,1,1407,1428
107,3,1418,1427
212,3,1427,1449
222,1,1428,1434
260,0,1430,1471
404,4,1431,1439
504,1,1434,1482
543,2,1439,1449
576,4,1439,1450
633,2,1449,1473
646,3,1449,1484
711,4,1450,1486
733,0,1471,1520
823,2,1473,1501
881,1,1482,1506
886,3,1484,1505
956,4,1486,1514
995,2,1501,1513
32,3,1505,1523
54,1,1506,1550
359,2,1513,1526
389,4,1514,1556
396,0,1520,1526
433,3,1523,1540
718,0,1526,1542
862,2,1526,1532
986,2,1532,1561
21,3,1540,1571
56,0,1542,1575
67,1,1550,1560
133,4,1556,1602
304,1,1560,1592
390,2,1561,1599
439,3,1571,1584
465,0,1575,1621
497,3,1584,1612
617,1,1592,1624
779,2,1599,1632
908,4,1602,1641
