task_id,resource_id,start_time,finish_time
51,0,0,24
89,1,0,11
1,2,2,23
48,1,11,57
64,2,23,28
8,0,24,57
94,2,28,50
24,2,50,72
80,0,57,100
25,1,57,77
62,2,72,116
10,1,77,110
19,0,100,141
28,1,110,150
60,2,116,128
30,2,128,173
56,0,141,153
27,1,150,200
44,0,153,202
57,2,173,188
67,2,188,219
85,1,200,239
32,0,202,208
61,0,208,232
31,2,219,251
84,0,232,268
22,1,239,262
35,2,251,295
38,1,262,302
41,0,268,281
23,0,281,329
50,2,295,304
13,1,302,330
36,2,304,350
45,0,329,350
14,1,330,346
55,1,346,365
71,0,350,390
2,2,350,375
40,1,365,375
6,1,375,415
15,2,375,422
43,0,390,431
46,1,415,443
47,2,422,441
82,0,431,478
11,2,441,487
81,1,443,451
91,1,451,474
98,1,474,520
37,0,478,512
78,2,487,512
4,0,512,541
49,2,512,551
74,1,520,538
17,1,538,571
42,0,541,575
92,2,551,582
70,1,571,609
20,0,575,618
88,2,582,608
18,2,608,635
76,1,609,645
39,0,618,637
68,2,635,653
29,0,637,662
5,1,645,665
21,2,653,686
99,0,662,697
34,1,665,687
26,2,686,695
65,1,687,721
7,2,695,700
52,0,697,711
96,2,700,717
69,0,711,734
100,2,717,757
53,1,721,763
63,0,734,762
79,2,757,801
72,0,762,802
77,1,763,795
86,1,795,815
3,2,801,829
93,0,802,833
9,1,815,846
83,2,829,865
87,0,833,880
12,1,846,870
58,2,865,908
33,1,870,914
66,0,880,926
73,2,908,935
95,1,914,942
90,0,926,960
16,2,935,974
97,1,942,978
59,0,960,986
75,2,974,979
54,1,978,1010
