task_id,resource_id,start_time,finish_time
26,0,1,43
33,2,4,9
7,4,18,49
43,0,43,56
12,2,45,53
6,4,49,98
10,0,56,103
5,2,73,101
47,3,76,121
9,4,98,139
41,2,101,144
1,0,103,134
20,0,134,146
24,4,139,187
19,0,146,167
11,0,167,178
31,0,178,198
36,0,198,221
4,0,221,239
2,0,239,273
40,0,273,294
28,0,294,301
42,0,301,348
49,0,348,398
25,0,398,426
3,0,426,465
13,0,465,479
27,0,479,504
32,0,504,517
48,0,517,530
35,0,530,541
29,0,541,586
17,0,586,595
38,0,595,640
14,0,640,668
44,0,668,683
8,0,683,718
18,0,718,725
46,0,725,743
37,0,743,772
22,0,772,798
23,0,798,824
50,0,824,844
16,0,844,872
30,0,872,877
21,0,877,912
39,0,912,928
45,0,928,976
34,0,976,989
15,0,989,1000
