task_id,resource_id,start_time,finish_time
109,0,0,10
392,4,0,14
409,3,1,27
927,2,3,38
475,1,5,15
528,0,10,48
335,4,14,57
745,1,15,43
87,3,27,69
684,2,38,69
428,1,43,78
114,0,48,59
998,4,57,94
598,0,59,102
568,3,69,83
205,2,69,83
166,1,78,123
856,2,83,99
242,3,83,99
768,4,94,144
251,3,99,127
284,2,99,133
582,0,102,113
418,0,113,136
451,1,123,165
776,3,127,145
272,2,133,169
181,0,136,154
295,4,144,172
623,3,145,186
209,0,154,170
79,1,165,207
399,2,169,193
312,0,170,203
867,4,172,207
486,3,186,207
96,2,193,216
915,0,203,234
852,4,207,242
964,3,207,252
985,1,207,244
575,2,216,245
573,0,234,256
333,4,242,266
805,1,244,274
291,2,245,260
144,3,252,299
642,0,256,285
478,2,260,292
578,4,266,298
31,1,274,318
372,0,285,315
408,2,292,324
756,4,298,321
330,3,299,331
634,0,315,335
202,1,318,361
827,4,321,349
496,2,324,370
210,3,331,337
462,0,335,373
454,3,337,385
389,4,349,391
724,1,361,378
253,2,370,416
925,0,373,395
175,1,378,425
130,3,385,423
263,4,391,437
586,0,395,435
817,2,416,429
25,3,423,433
868,1,425,447
138,2,429,448
758,3,433,438
457,0,435,478
860,4,437,475
698,3,438,465
934,1,447,492
837,2,448,481
368,3,465,477
809,4,475,480
569,3,477,487
588,0,478,522
95,4,480,510
367,2,481,524
386,3,487,534
204,1,492,504
686,1,504,511
890,4,510,528
913,1,511,557
472,0,522,559
544,2,524,550
825,4,528,566
179,3,534,574
717,2,550,568
855,1,557,572
647,0,559,583
583,4,566,608
828,2,568,585
914,1,572,608
343,3,574,599
65,0,583,598
788,2,585,603
207,0,598,636
459,3,599,619
3,2,603,622
23,4,608,649
394,1,608,633
340,3,619,625
277,3,625,655
770,1,633,677
27,0,636,674
337,4,649,686
37,3,655,682
700,0,674,696
933,1,677,706
563,3,682,723
265,4,686,728
944,0,696,745
369,1,706,717
794,1,717,740
830,3,723,747
887,4,728,771
789,1,740,759
653,0,745,783
795,3,747,794
274,1,759,803
266,4,771,815
59,0,783,823
268,3,794,840
11,4,815,857
379,0,823,863
90,3,840,853
157,3,853,887
785,0,863,871
527,0,871,915
301,3,887,905
231,3,905,949
71,0,915,924
502,0,924,949
476,0,949,966
743,0,966,989
602,0,989,1001
99,0,1001,1045
307,0,1045,1069
165,0,1069,1103
812,0,1103,1121
329,0,1121,1144
102,0,1144,1179
247,0,1179,1202
26,0,1202,1239
229,0,1239,1253
735,0,1253,1265
630,0,1265,1284
525,0,1284,1295
562,0,1295,1311
182,0,1311,1351
669,0,1351,1394
696,0,1394,1417
135,0,1417,1440
928,0,1440,1475
491,0,1475,1482
689,0,1482,1492
649,0,1492,1502
802,0,1502,1551
193,0,1551,1568
10,0,1568,1611
960,0,1611,1621
959,0,1621,1637
339,0,1637,1672
781,0,1672,1717
907,0,1717,1743
201,0,1743,1768
16,0,1768,1791
466,0,1791,1796
579,0,1796,1805
574,0,1805,1822
726,0,1822,1829
836,0,1829,1859
902,0,1859,1871
979,0,1871,1889
596,0,1889,1910
741,0,1910,1946
600,0,1946,1951
53,0,1951,1963
911,0,1963,1970
560,0,1970,1985
772,0,1985,2023
450,0,2023,2046
875,0,2046,2092
539,0,2092,2135
243,0,2135,2176
206,0,2176,2207
373,0,2207,2226
704,0,2226,2243
474,0,2243,2270
443,0,2270,2311
434,0,2311,2344
108,0,2344,2355
154,0,2355,2374
835,0,2374,2420
651,0,2420,2433
674,0,2433,2469
467,0,2469,2478
859,0,2478,2488
69,0,2488,2497
972,0,2497,2537
546,0,2537,2585
905,0,2585,2611
256,0,2611,2624
821,0,2624,2636
833,0,2636,2645
305,0,2645,2653
52,0,2653,2660
192,0,2660,2686
50,0,2686,2694
732,0,2694,2736
117,0,2736,2786
702,0,2786,2826
751,0,2826,2859
518,0,2859,2888
638,0,2888,2923
714,0,2923,2960
356,0,2960,2988
273,0,2988,2995
709,0,2995,3002
61,0,3002,3016
58,0,3016,3022
376,0,3022,3032
170,0,3032,3070
955,0,3070,3097
996,0,3097,3109
993,0,3109,3154
581,0,3154,3189
652,0,3189,3215
68,0,3215,3220
139,0,3220,3231
489,0,3231,3271
690,0,3271,3302
613,0,3302,3307
810,0,3307,3316
458,0,3316,3321
142,0,3321,3340
707,0,3340,3387
893,0,3387,3427
715,0,3427,3475
314,0,3475,3519
708,0,3519,3562
480,0,3562,3574
520,0,3574,3603
309,0,3603,3653
432,0,3653,3676
938,0,3676,3707
612,0,3707,3749
113,0,3749,3796
216,0,3796,3823
62,0,3823,3834
517,0,3834,3843
