task_id,resource_id,start_time,finish_time
3124,4,0,34
4930,2,0,38
2724,1,1,16
8917,3,2,27
9542,0,6,48
4850,1,16,57
8458,3,27,73
1517,4,34,79
1048,2,38,74
3334,0,48,73
3264,1,57,98
2906,3,73,109
2711,0,73,103
3409,2,74,100
7570,4,79,110
1563,1,98,137
8894,2,100,121
6571,0,103,131
8512,3,109,158
1216,4,110,152
8623,2,121,162
8165,0,131,143
6803,1,137,147
2235,0,143,177
4426,1,147,171
4104,4,152,187
9552,3,158,180
4901,2,162,205
6532,1,171,202
9360,0,177,223
2888,3,180,205
7248,4,187,195
238,4,195,221
4144,1,202,216
3307,3,205,230
9515,2,205,233
3023,1,216,243
5569,4,221,256
1124,0,223,248
9083,3,230,259
9898,2,233,243
465,2,243,285
618,1,243,251
781,0,248,264
6007,1,251,267
2357,4,256,299
1268,3,259,300
5964,0,264,301
2586,1,267,313
1185,2,285,315
5007,4,299,339
105,3,300,343
8584,0,301,335
3603,1,313,356
4735,2,315,348
445,0,335,372
304,4,339,380
8998,3,343,375
6011,2,348,388
5559,1,356,378
788,0,372,398
9947,3,375,407
8079,1,378,412
7488,4,380,409
4408,2,388,438
1330,0,398,438
6135,3,407,442
8311,4,409,440
7862,1,412,458
4249,2,438,474
2522,0,438,451
8194,4,440,453
6573,3,442,485
5947,0,451,485
9095,4,453,459
211,1,458,505
9015,4,459,509
7815,2,474,523
2073,3,485,520
4072,0,485,498
5562,0,498,528
7732,1,505,538
3448,4,509,557
9357,3,520,560
6583,2,523,571
2070,0,528,574
5038,1,538,584
5347,4,557,605
1132,3,560,571
1995,2,571,579
5938,3,571,604
3809,0,574,624
2200,2,579,610
7051,1,584,609
2075,3,604,649
9417,4,605,618
8178,1,609,631
6486,2,610,641
927,4,618,636
1630,0,624,657
8672,1,631,636
9725,4,636,670
2043,1,636,658
1,2,641,688
4361,3,649,661
9333,0,657,685
3577,1,658,705
4503,3,661,681
7513,4,670,698
8446,3,681,714
375,0,685,730
1482,2,688,726
4758,4,698,721
5513,1,705,753
6304,3,714,756
6553,4,721,740
3286,2,726,767
6557,0,730,771
282,4,740,782
240,1,753,796
9964,3,756,801
3364,2,767,807
766,0,771,799
1682,4,782,818
9449,1,796,819
2377,0,799,838
3521,3,801,845
9991,2,807,855
4485,4,818,862
8832,1,819,852
8926,0,838,887
6531,3,845,878
8129,1,852,892
3096,2,855,897
9944,4,862,898
9919,3,878,911
9530,0,887,930
199,1,892,936
9270,2,897,905
3590,4,898,934
9191,2,905,929
1367,3,911,927
5383,3,927,976
5736,2,929,965
3276,0,930,970
5981,4,934,970
7531,1,936,948
9869,1,948,977
525,2,965,982
9837,4,970,1020
7822,0,970,1010
2008,3,976,996
2579,1,977,1013
1530,2,982,1031
1403,3,996,1024
9420,0,1010,1038
3442,1,1013,1039
522,4,1020,1041
2795,3,1024,1039
6264,2,1031,1040
6952,0,1038,1049
1460,3,1039,1088
5886,1,1039,1062
1217,2,1040,1080
1103,4,1041,1086
3191,0,1049,1056
6214,0,1056,1097
7900,1,1062,1112
5472,2,1080,1118
2882,4,1086,1132
609,3,1088,1134
6064,0,1097,1103
748,0,1103,1130
3938,1,1112,1148
835,2,1118,1168
6282,0,1130,1154
6071,4,1132,1165
8823,3,1134,1172
5657,1,1148,1198
6040,0,1154,1201
2093,4,1165,1210
1522,2,1168,1183
1793,3,1172,1190
7473,2,1183,1231
7247,3,1190,1236
3835,1,1198,1236
5195,0,1201,1227
9832,4,1210,1232
5969,0,1227,1273
3669,2,1231,1281
6308,4,1232,1251
8224,3,1236,1281
8078,1,1236,1286
2825,4,1251,1271
1046,4,1271,1316
5877,0,1273,1313
3338,3,1281,1314
2637,2,1281,1288
2091,1,1286,1312
1474,2,1288,1334
2326,1,1312,1341
1925,0,1313,1341
4365,3,1314,1343
4653,4,1316,1346
2205,2,1334,1345
5411,0,1341,1386
1665,1,1341,1388
4474,3,1343,1383
4608,2,1345,1380
9016,4,1346,1379
3947,4,1379,1422
7306,2,1380,1422
7828,3,1383,1432
3885,0,1386,1419
9633,1,1388,1426
3072,0,1419,1461
6043,4,1422,1435
2898,2,1422,1440
7640,1,1426,1445
4197,3,1432,1447
9555,4,1435,1482
9034,2,1440,1474
3090,1,1445,1477
4699,3,1447,1491
8701,0,1461,1501
188,2,1474,1517
8601,1,1477,1517
5740,4,1482,1510
7063,3,1491,1513
1724,0,1501,1538
4399,4,1510,1549
751,3,1513,1547
7980,2,1517,1567
8475,1,1517,1567
1831,0,1538,1557
3342,3,1547,1578
5324,4,1549,1571
1573,0,1557,1577
1977,2,1567,1596
4826,1,1567,1600
1877,4,1571,1593
5600,0,1577,1612
4995,3,1578,1615
2712,4,1593,1602
9986,2,1596,1636
6826,1,1600,1647
800,4,1602,1613
2160,0,1612,1644
4126,4,1613,1618
5102,3,1615,1657
5026,4,1618,1668
7529,2,1636,1675
6754,0,1644,1680
8012,1,1647,1693
4766,3,1657,1702
407,4,1668,1718
401,2,1675,1712
6799,0,1680,1712
4771,1,1693,1714
404,3,1702,1728
3944,2,1712,1744
7364,0,1712,1736
3694,1,1714,1763
9757,4,1718,1729
4033,3,1728,1742
5724,4,1729,1753
6142,0,1736,1773
9603,3,1742,1764
7217,2,1744,1784
6480,4,1753,1774
8377,1,1763,1791
4651,3,1764,1803
9160,0,1773,1797
6972,4,1774,1785
8248,2,1784,1820
1232,4,1785,1833
6241,1,1791,1841
5379,0,1797,1847
1680,3,1803,1844
3839,2,1820,1845
6578,4,1833,1845
7878,1,1841,1876
6098,3,1844,1893
7417,4,1845,1851
7923,2,1845,1879
8664,0,1847,1883
3019,4,1851,1887
8176,1,1876,1903
926,2,1879,1908
4488,0,1883,1894
1909,4,1887,1930
6581,3,1893,1937
2047,0,1894,1941
3931,1,1903,1947
5329,2,1908,1957
6719,4,1930,1951
7128,3,1937,1987
2014,0,1941,1974
4953,1,1947,1987
1978,4,1951,1997
9729,2,1957,1976
1353,0,1974,1985
7470,2,1976,2016
1241,0,1985,2025
1776,3,1987,2012
7920,1,1987,2000
8462,4,1997,2025
2117,1,2000,2038
155,3,2012,2047
4646,2,2016,2062
7917,0,2025,2063
7463,4,2025,2067
4438,1,2038,2086
6344,3,2047,2075
8198,2,2062,2102
8252,0,2063,2107
9290,4,2067,2113
4569,3,2075,2124
6181,1,2086,2126
9929,2,2102,2142
4737,0,2107,2138
853,4,2113,2142
2424,3,2124,2162
4598,1,2126,2158
1177,0,2138,2174
2602,4,2142,2180
9927,2,2142,2181
6292,1,2158,2189
6105,3,2162,2195
2397,0,2174,2202
5534,4,2180,2209
2937,2,2181,2216
2113,1,2189,2238
7557,3,2195,2218
2857,0,2202,2240
6260,4,2209,2224
7655,2,2216,2260
2103,3,2218,2242
3136,4,2224,2244
2016,1,2238,2286
2960,0,2240,2281
6599,3,2242,2264
4346,4,2244,2257
4083,4,2257,2307
4241,2,2260,2290
4923,3,2264,2308
2763,0,2281,2330
5608,1,2286,2307
8532,2,2290,2333
7677,4,2307,2355
667,1,2307,2318
7579,3,2308,2353
1927,1,2318,2365
2366,0,2330,2379
6244,2,2333,2370
9763,3,2353,2390
7353,4,2355,2398
5326,1,2365,2399
7429,2,2370,2394
9308,0,2379,2425
99,3,2390,2419
3069,2,2394,2442
9151,4,2398,2430
8566,1,2399,2442
1726,3,2419,2441
9046,0,2425,2469
2983,4,2430,2476
2664,3,2441,2481
6343,2,2442,2466
3385,1,2442,2470
2645,2,2466,2496
6160,0,2469,2513
6124,1,2470,2502
909,4,2476,2488
3760,3,2481,2510
1751,4,2488,2526
6467,2,2496,2526
8289,1,2502,2546
750,3,2510,2555
9132,0,2513,2518
8674,0,2518,2554
3050,2,2526,2559
3419,4,2526,2535
5419,4,2535,2583
9994,1,2546,2595
8684,0,2554,2587
1190,3,2555,2588
8395,2,2559,2594
7801,4,2583,2594
3502,0,2587,2620
7637,3,2588,2610
160,4,2594,2604
5196,2,2594,2639
9957,1,2595,2608
4432,4,2604,2609
4615,1,2608,2652
3539,4,2609,2645
2805,3,2610,2648
4933,0,2620,2653
8267,2,2639,2666
8477,4,2645,2659
9561,3,2648,2687
178,1,2652,2695
5288,0,2653,2698
5676,4,2659,2709
2076,2,2666,2702
1992,3,2687,2692
2267,3,2692,2712
200,1,2695,2718
1827,0,2698,2739
1324,2,2702,2711
3213,4,2709,2743
4965,2,2711,2725
981,3,2712,2733
8897,1,2718,2743
1818,2,2725,2759
6646,3,2733,2741
1582,0,2739,2777
9251,3,2741,2758
9347,4,2743,2784
3372,1,2743,2753
5482,1,2753,2791
3227,3,2758,2782
2116,2,2759,2808
6300,0,2777,2816
6340,3,2782,2797
7754,4,2784,2802
7142,1,2791,2822
9809,3,2797,2846
1168,4,2802,2846
9632,2,2808,2844
8288,0,2816,2829
5444,1,2822,2862
1878,0,2829,2875
9884,2,2844,2884
1971,3,2846,2864
4274,4,2846,2866
7283,1,2862,2893
3025,3,2864,2883
1677,4,2866,2900
1629,0,2875,2916
8950,3,2883,2913
8806,2,2884,2924
9201,1,2893,2928
6412,4,2900,2950
4883,3,2913,2938
4567,0,2916,2942
4744,2,2924,2968
6171,1,2928,2974
6407,3,2938,2972
5812,0,2942,2963
3018,4,2950,2970
2257,0,2963,2998
6497,2,2968,2980
4816,4,2970,3013
7009,3,2972,3006
7636,1,2974,3023
230,2,2980,2994
7578,2,2994,3042
8526,0,2998,3041
8817,3,3006,3012
9525,3,3012,3041
4200,4,3013,3058
9268,1,3023,3046
9400,3,3041,3062
2599,0,3041,3070
1205,2,3042,3082
5636,1,3046,3083
5698,4,3058,3074
5147,3,3062,3068
4493,3,3068,3099
7465,0,3070,3082
765,4,3074,3103
1712,0,3082,3118
5321,2,3082,3129
4827,1,3083,3130
4275,3,3099,3135
9082,4,3103,3119
8523,0,3118,3153
5971,4,3119,3142
8773,2,3129,3143
6611,1,3130,3167
6746,3,3135,3165
8053,4,3142,3181
6699,2,3143,3175
986,0,3153,3158
1996,0,3158,3177
7003,3,3165,3197
1435,1,3167,3192
8792,2,3175,3192
194,0,3177,3218
7272,4,3181,3209
3326,2,3192,3204
5044,1,3192,3235
4971,3,3197,3237
184,2,3204,3253
3167,4,3209,3240
7628,0,3218,3237
8231,1,3235,3262
9217,3,3237,3286
310,0,3237,3244
8725,4,3240,3252
7222,0,3244,3293
6830,4,3252,3294
2387,2,3253,3285
6938,1,3262,3283
4129,1,3283,3323
6554,2,3285,3325
2924,3,3286,3306
1294,0,3293,3341
2454,4,3294,3335
6468,3,3306,3354
3507,1,3323,3342
5644,2,3325,3367
9843,4,3335,3381
231,0,3341,3388
8905,1,3342,3375
3832,3,3354,3400
8242,2,3367,3416
9591,1,3375,3402
8296,4,3381,3413
6887,0,3388,3413
6918,3,3400,3433
9572,1,3402,3416
6378,0,3413,3446
6994,4,3413,3458
4311,2,3416,3445
3082,1,3416,3444
5142,3,3433,3450
5578,1,3444,3479
3133,2,3445,3485
3608,0,3446,3466
6781,3,3450,3500
2260,4,3458,3502
3354,0,3466,3503
937,1,3479,3510
989,2,3485,3523
2380,3,3500,3541
5878,4,3502,3537
4934,0,3503,3550
3335,1,3510,3554
8617,2,3523,3542
8861,4,3537,3584
2555,3,3541,3563
8594,2,3542,3558
6088,0,3550,3556
8882,1,3554,3572
5715,0,3556,3570
1465,2,3558,3605
1149,3,3563,3578
1013,0,3570,3593
8298,1,3572,3610
3999,3,3578,3610
5428,4,3584,3633
2849,0,3593,3615
6205,2,3605,3618
8910,3,3610,3631
997,1,3610,3648
9831,0,3615,3654
1283,2,3618,3662
1334,3,3631,3680
4471,4,3633,3649
604,1,3648,3682
6654,4,3649,3694
8714,0,3654,3678
3394,2,3662,3697
1812,0,3678,3704
514,3,3680,3730
2739,1,3682,3696
5124,4,3694,3702
8468,1,3696,3745
2044,2,3697,3725
5963,4,3702,3751
4619,0,3704,3751
7618,2,3725,3750
8937,3,3730,3778
8144,1,3745,3787
7437,2,3750,3775
1781,0,3751,3762
2509,4,3751,3784
9152,0,3762,3788
1174,2,3775,3794
62,3,3778,3804
3816,4,3784,3834
8705,1,3787,3805
901,0,3788,3815
2444,2,3794,3844
8867,3,3804,3823
9078,1,3805,3848
9018,0,3815,3842
7370,3,3823,3865
8418,4,3834,3874
6946,0,3842,3888
8854,2,3844,3887
7303,1,3848,3881
2697,3,3865,3881
5838,4,3874,3890
8025,3,3881,3929
3943,1,3881,3920
9775,2,3887,3915
9044,0,3888,3938
9423,4,3890,3919
2317,2,3915,3964
5871,4,3919,3940
7281,1,3920,3932
8199,3,3929,3969
2893,1,3932,3964
4856,0,3938,3982
9155,4,3940,3947
7500,4,3947,3983
3974,1,3964,4011
6093,2,3964,4002
2419,3,3969,4012
9419,0,3982,4010
4720,4,3983,4016
524,2,4002,4007
4700,2,4007,4024
4551,0,4010,4035
1343,1,4011,4020
4786,3,4012,4032
204,4,4016,4040
5024,1,4020,4064
6096,2,4024,4041
3942,3,4032,4056
4481,0,4035,4057
5199,4,4040,4090
6871,2,4041,4057
7975,3,4056,4082
4584,0,4057,4066
9272,2,4057,4099
4060,1,4064,4091
4303,0,4066,4095
3657,3,4082,4128
9296,4,4090,4140
4867,1,4091,4123
125,0,4095,4110
4539,2,4099,4112
2762,0,4110,4158
6189,2,4112,4122
4868,2,4122,4151
8619,1,4123,4167
6885,3,4128,4164
8306,4,4140,4181
7111,2,4151,4178
2329,0,4158,4189
3626,3,4164,4179
2023,1,4167,4193
1008,2,4178,4203
3249,3,4179,4190
335,4,4181,4203
5908,0,4189,4225
1691,3,4190,4236
1547,1,4193,4238
2460,4,4203,4246
798,2,4203,4251
9559,0,4225,4241
4402,3,4236,4242
9806,1,4238,4270
6080,0,4241,4289
510,3,4242,4261
8990,4,4246,4275
2536,2,4251,4257
8208,2,4257,4292
9969,3,4261,4310
9299,1,4270,4302
6679,4,4275,4320
767,0,4289,4339
7038,2,4292,4330
7415,1,4302,4347
1609,3,4310,4352
2512,4,4320,4350
4892,2,4330,4374
2789,0,4339,4348
9040,1,4347,4370
8845,0,4348,4375
5432,4,4350,4360
3290,3,4352,4386
223,4,4360,4370
5140,1,4370,4390
2493,4,4370,4404
9365,2,4374,4407
9733,0,4375,4384
