task_id,resource_id,start_time,finish_time
313,0,0,23
7334,3,0,46
8316,4,0,45
9886,1,0,6
5554,2,0,18
7276,1,6,47
6456,2,18,56
8212,0,23,32
9053,0,32,43
7484,0,43,50
8593,4,45,63
8398,3,46,88
8367,1,47,86
2537,0,50,84
9032,2,56,98
8828,4,63,71
7457,4,71,97
8015,0,84,125
4611,1,86,91
5506,3,88,131
131,1,91,112
3298,4,97,120
3963,2,98,104
7934,2,104,151
4486,1,112,158
1326,4,120,129
3623,0,125,134
5404,4,129,164
4233,3,131,164
4846,0,134,146
4204,0,146,166
6819,2,151,161
6686,1,158,173
6380,2,161,180
9527,3,164,204
1198,4,164,209
6719,0,166,187
9046,1,173,217
3242,2,180,224
8873,0,187,202
8321,0,202,233
111,3,204,211
1709,4,209,223
8969,3,211,218
944,1,217,259
8917,3,218,243
1081,4,223,239
1662,2,224,249
6931,0,233,263
1151,4,239,248
4119,3,243,291
4828,4,248,295
9164,2,249,295
19,1,259,302
6077,0,263,290
7742,0,290,304
768,3,291,302
9612,4,295,311
318,2,295,336
5286,1,302,344
819,3,302,352
6580,0,304,313
8048,4,311,332
6331,0,313,337
3793,4,332,382
9021,2,336,362
940,0,337,346
2870,1,344,383
2276,0,346,353
2854,3,352,377
4601,0,353,403
5434,2,362,374
5230,2,374,386
2856,3,377,405
2327,4,382,400
9423,1,383,412
2793,2,386,399
8660,2,399,427
2102,4,400,444
3762,0,403,429
4238,3,405,428
2037,1,412,417
6803,1,417,427
1738,1,427,457
6349,2,427,461
5734,3,428,465
3492,0,429,454
6876,4,444,486
1146,0,454,488
856,1,457,482
2232,2,461,491
8189,3,465,508
7413,1,482,490
806,4,486,530
6160,0,488,532
6312,1,490,507
9605,2,491,511
4266,1,507,556
4451,3,508,558
1264,2,511,531
6749,4,530,543
3049,2,531,575
989,0,532,570
5389,4,543,555
1378,4,555,582
1795,1,556,606
8950,3,558,588
3998,0,570,589
7086,2,575,612
9746,4,582,597
9867,3,588,618
6332,0,589,602
8349,4,597,621
1094,0,602,613
9064,1,606,614
3328,2,612,651
9545,0,613,627
3334,1,614,639
6613,3,618,647
4430,4,621,647
4658,0,627,652
9209,1,639,673
9031,3,647,668
9002,4,647,682
5561,2,651,683
8898,0,652,698
8171,3,668,708
519,1,673,692
4992,4,682,722
9580,2,683,720
5035,1,692,733
389,0,698,739
4468,3,708,725
9502,2,720,730
11,4,722,758
2866,3,725,744
647,2,730,771
4600,1,733,764
3608,0,739,759
2976,3,744,760
3852,4,758,803
4513,0,759,784
3366,3,760,779
8970,1,764,781
2333,2,771,792
3697,3,779,813
6104,1,781,808
3884,0,784,822
2605,2,792,821
2646,4,803,826
958,1,808,839
5655,3,813,848
4297,2,821,840
1679,0,822,847
8711,4,826,862
3520,1,839,856
3558,2,840,875
4930,0,847,885
5675,3,848,869
9446,1,856,895
4698,4,862,881
8249,3,869,876
3754,2,875,898
7978,3,876,906
4013,4,881,920
1846,0,885,903
2257,1,895,930
7596,2,898,945
9476,0,903,932
2396,3,906,922
5391,4,920,929
7123,3,922,928
714,3,928,966
8012,4,929,975
1453,1,930,971
8846,0,932,973
1207,2,945,979
1360,3,966,997
4897,1,971,977
1875,0,973,988
736,4,975,999
725,1,977,1023
8904,2,979,989
8788,0,988,1016
8164,2,989,1020
1105,3,997,1041
5887,4,999,1004
6685,4,1004,1049
9926,0,1016,1038
5096,2,1020,1025
4395,1,1023,1047
9395,2,1025,1055
3489,0,1038,1053
1010,3,1041,1073
1440,1,1047,1070
1488,4,1049,1060
7094,0,1053,1098
477,2,1055,1097
6095,4,1060,1096
6777,1,1070,1082
2649,3,1073,1094
2766,1,1082,1129
7074,3,1094,1102
5735,4,1096,1130
4261,2,1097,1134
8477,0,1098,1112
4499,3,1102,1121
6482,0,1112,1144
9936,3,1121,1161
575,1,1129,1169
1561,4,1130,1160
3696,2,1134,1172
7983,0,1144,1181
7722,4,1160,1185
3393,3,1161,1170
3580,1,1169,1207
4541,3,1170,1199
817,2,1172,1216
5258,0,1181,1203
952,4,1185,1217
